,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,ESTU_PRIVADO_LIBERTAD,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION.E
4350,CC,COLOMBIA,F,19/05/1999,SB11201820371767,COLOMBIA,No,Estrato 2,3 a 4,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6627,INSTITUCION EDUCATIVA PENSILVANIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA PENSILVANIA - SEDE PRINCIPAL,S,URBANO,NOCHE,17541,PENSILVANIA,N,67,91,4,52,55,3,49,49,2,60,82,3,44,29,A-,280,72,2,35.23128834,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
4362,TI,COLOMBIA,F,15/11/2000,SB11201820102927,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,226878,INSTITUCION EDUCATIVA SAN AGUSTIN,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA SAN AGUSTIN - SEDE PRINCIPAL,S,URBANO,MAÑANA,17662,SAMANÁ,N,62,81,3,47,42,2,53,64,2,60,82,3,59,79,A2,279,71,2,50.16280633,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
4404,TI,COLOMBIA,M,05/06/2001,SB11201820214031,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,38687,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,S,URBANO,TARDE,17001,MANIZALES,N,58,71,3,63,86,3,68,96,3,63,88,3,65,89,A2,316,89,3,53.865231,NSE3,PUBLICAR,NO
4420,CC,COLOMBIA,F,08/06/1983,SB11201820189783,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,105338,CENTRO EDUCATIVO ASED,MIXTO,NO OFICIAL,A,N,ACADÉMICO,CENTRO EDUCATIVO ASED  - SEDE PRINCIPAL,S,URBANO,SABATINA,17001,MANIZALES,N,47,30,2,23,1,1,37,11,1,38,22,1,42,24,A-,183,8,2,43.91695138,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
4509,CC,COLOMBIA,F,03/12/1999,SB11201820363790,COLOMBIA,No,Estrato 2,1 a 2,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,6676,INSTITUCION EDUCATIVA PABLO VI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA PABLO VI - SEDE PRINCIPAL,S,RURAL,COMPLETA,17541,PENSILVANIA,N,46,26,2,28,3,1,31,2,1,30,5,1,42,23,A-,172,4,2,38.81372346,NSE1,PUBLICAR,NO
4607,TI,COLOMBIA,M,29/05/2001,SB11201820044590,COLOMBIA,No,Estrato 2,7 a 8,Si,Si,No,11 A 25 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,225771,INSTITUCIÓN EDUCATIVA FE Y ALEGRIA LA PAZ,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA FE Y ALEGRIA LA PAZ,S,URBANO,UNICA,17001,MANIZALES,N,52,50,3,49,47,2,42,28,2,46,46,2,43,28,A-,235,41,3,43.10302908,NSE2,PUBLICAR,NO
4761,CC,COLOMBIA,F,08/05/1977,SB11201820440049,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,No,0 A 10 LIBROS,-,-,176214,INSTITUTO LATINOAMERICANO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUTO LATINOAMERICANO - SEDE PRINCIPAL,S,URBANO,NOCHE,17001,MANIZALES,N,47,31,2,30,5,1,31,3,1,35,13,1,30,2,A-,177,6,3,49.17957568,NSE2,PUBLICAR,NO
4792,TI,COLOMBIA,F,01/02/2002,SB11201820097238,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Más de 3 horas,6882,INSTITUCION EDUCATIVA SAN PABLO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SAN PABLO - SEDE PRINCIPAL,S,URBANO,COMPLETA,17867,VICTORIA,N,48,36,2,37,15,2,50,54,2,52,64,2,60,81,A2,239,44,2,54.78370294,NSE3,PUBLICAR,NO
4805,TI,COLOMBIA,F,29/09/2001,SB11201820081679,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,6684,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION - SEDE PRINCIPAL,S,URBANO,COMPLETA,17541,PENSILVANIA,N,69,95,4,63,85,3,53,65,2,59,81,3,62,85,A2,305,85,2,51.22016367,NSE3,PUBLICAR,NO
4822,TI,COLOMBIA,M,05/09/2001,SB11201820445383,COLOMBIA,No,Estrato 2,1 a 2,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,709519,INSTITUCION EDUCATIVA ELIAS MEJIA ANGEL,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA ELIAS MEJIA ANGEL - SEDE PRINCIPAL,S,URBANO,UNICA,17513,PÁCORA,N,71,97,4,71,97,4,67,95,3,71,98,4,65,89,A2,348,97,2,62.58315099,NSE3,PUBLICAR,NO
4831,TI,COLOMBIA,M,13/01/2002,SB11201820030234,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,26 A 100 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,86389,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTO DOMINGO SAVIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17174,CHINCHINÁ,N,55,61,3,46,36,2,49,50,2,47,48,2,48,43,A1,246,49,3,49.58377151,NSE2,PUBLICAR,NO
4939,CC,COLOMBIA,F,28/02/1998,SB11201820190663,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,6510,INSTITUCION EDUCATIVA JUAN XXIII,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA JUAN XXIII - SEDE PRINCIPAL,S,URBANO,COMPLETA,17444,MARQUETALIA,N,57,67,3,42,25,2,47,45,2,43,37,2,48,43,A1,237,42,2,30.33834766,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
5007,TI,COLOMBIA,M,23/08/2000,SB11201820086277,COLOMBIA,No,Estrato 4,1 a 2,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6114,INSTITUCIÓN EDUCATIVA INSTITUTO TECNICO FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA INSTITUTO TECNICO FRANCISCO JOSE DE CALDAS,S,URBANO,MAÑANA,17001,MANIZALES,N,46,28,2,41,24,2,50,52,2,34,12,1,49,49,A1,216,27,3,56.17031861,NSE3,PUBLICAR,NO
5019,TI,COLOMBIA,M,06/11/2000,SB11201820315410,COLOMBIA,Si,Estrato 2,3 a 4,No,No,Si,0 A 10 LIBROS,30 minutos o menos,No Navega Internet,183657,INSTITUCION EDUCATIVA FLORENCIA,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA FLORENCIA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17614,RIOSUCIO,N,42,15,2,31,6,1,41,24,2,38,23,1,32,3,A-,188,10,1,42.99697914,NSE2,PUBLICAR,NO
5030,TI,COLOMBIA,M,29/04/2000,SB11201820585034,COLOMBIA,No,Sin Estrato,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,No Navega Internet,131847,INSTITUCION EDUCATIVA CAÑAVERAL,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA CAÑAVERAL - SEDE PRINCIPAL,S,RURAL,COMPLETA,17867,VICTORIA,N,43,19,2,49,46,2,46,41,2,37,19,1,43,27,A-,218,29,1,36.56495315,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
5036,CC,COLOMBIA,M,13/04/2000,SB11201820562952,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Más de 3 horas,6080,INSTITUCION EDUCATIVA MARISCAL SUCRE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA MARISCAL SUCRE,S,URBANO,MAÑANA,17001,MANIZALES,N,67,92,4,63,84,3,63,89,3,65,91,3,56,72,A1,319,90,3,62.87449308,NSE3,PUBLICAR,NO
5072,CC,COLOMBIA,F,21/07/1991,SB11201820569806,COLOMBIA,No,Estrato 2,3 a 4,No,No,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,148429,INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA BOSQUES DEL NORTE,S,URBANO,NOCHE,17001,MANIZALES,N,61,79,3,58,73,3,51,56,2,52,63,2,56,71,A1,278,70,2,38.33985735,NSE1,PUBLICAR,NO
5261,TI,COLOMBIA,F,19/03/2000,SB11201820048810,COLOMBIA,No,Estrato 3,7 a 8,No,No,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,153445,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL,S,RURAL,MAÑANA,17873,VILLAMARÍA,N,63,85,3,54,61,3,62,88,3,69,96,3,51,57,A1,306,85,2,42.33817437,NSE2,PUBLICAR,NO
5263,TI,COLOMBIA,F,20/10/1999,SB11201820565717,COLOMBIA,No,Estrato 1,7 a 8,No,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,73775,INSTITUCION EDUCATIVA EL ROBLE,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA EL ROBLE - SEDE PRINCIPAL,S,RURAL,MAÑANA,17486,NEIRA,N,45,24,2,40,21,2,45,37,2,47,49,2,52,60,A1,224,33,2,40.49551368,NSE1,PUBLICAR,NO
5269,TI,COLOMBIA,F,06/11/2001,SB11201820202159,COLOMBIA,No,Estrato 3,7 a 8,No,Si,No,26 A 100 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,48280,INSTITUCIÓN EDUCATIVA SAN PIO X,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN PIO X,S,URBANO,MAÑANA,17001,MANIZALES,N,53,53,3,46,37,2,43,31,2,47,50,2,39,16,A-,233,40,3,45.43136012,NSE2,PUBLICAR,NO
5377,TI,COLOMBIA,F,23/09/2001,SB11201820287482,COLOMBIA,No,Estrato 2,1 a 2,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,344036,INSTITUCION EDUCATIVA CRISANTO LUQUE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA CRISANTO LUQUE - SEDE PRINCIPAL,S,RURAL,MAÑANA,17272,FILADELFIA,N,62,82,3,55,65,3,55,71,2,54,69,2,57,74,A1,283,73,2,55.93200974,NSE3,PUBLICAR,NO
5582,TI,COLOMBIA,F,17/12/2000,SB11201820207023,COLOMBIA,No,-,3 a 4,-,-,Si,-,-,-,5983,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,S,URBANO,MAÑANA,17001,MANIZALES,N,45,23,2,36,13,2,38,14,1,38,24,1,47,40,A-,199,16,3,62.46144895,NSE3,PUBLICAR,NO
5602,TI,COLOMBIA,F,17/11/2001,SB11201820169814,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,53,53,3,56,68,3,48,47,2,39,25,1,62,85,A2,250,52,3,55.76913079,NSE3,PUBLICAR,NO
5640,TI,COLOMBIA,M,02/08/2000,SB11201820195258,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,36293,INSTITUCION EDUCATIVA NARANJAL,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA NARANJAL - SEDE PRINCIPAL,S,RURAL,MAÑANA,17174,CHINCHINÁ,N,48,35,2,37,15,2,49,49,2,38,22,1,39,15,A-,213,26,2,33.93822578,NSE1,PUBLICAR,NO
5754,CC,COLOMBIA,M,13/03/2000,SB11201820135333,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,26 A 100 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,225185,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,S,URBANO,UNICA,17001,MANIZALES,N,61,80,3,63,86,3,72,99,4,69,96,3,51,56,A1,325,92,3,62.98675212,NSE3,PUBLICAR,NO
5808,TI,COLOMBIA,F,02/09/2001,SB11201820548518,COLOMBIA,No,Estrato 1,3 a 4,No,Si,Si,26 A 100 LIBROS,Más de 2 horas,30 minutos o menos,36269,INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO,S,RURAL,MAÑANA,17001,MANIZALES,N,54,55,3,48,44,2,50,53,2,53,67,2,31,3,A-,248,51,2,41.81594262,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
5845,TI,COLOMBIA,F,20/10/2001,SB11201820167287,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Más de 3 horas,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,66,90,4,74,98,4,70,97,3,62,87,3,55,68,A1,335,95,3,49.64864728,NSE2,PUBLICAR,NO
5861,CC,COLOMBIA,F,02/07/1999,SB11201820363872,COLOMBIA,No,Estrato 3,5 a 6,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,113993,INSTITUCION EDUCATIVA LA FELISA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA LA FELISA - SEDE PRINCIPAL,S,RURAL,MAÑANA,17388,LA MERCED,N,45,25,2,37,14,2,37,12,1,33,8,1,44,31,A-,192,13,2,47.36723689,NSE2,PUBLICAR,NO
5884,CC,COLOMBIA,F,17/05/1999,SB11201820003880,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,26 A 100 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,6569,INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO - SEDE PRINCIPAL,S,URBANO,MAÑANA,17486,NEIRA,N,65,89,3,48,43,2,55,70,2,52,63,2,47,39,A-,272,67,2,41.2920926,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
5900,CC,COLOMBIA,F,15/02/1998,SB11201820551336,COLOMBIA,No,Estrato 1,5 a 6,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,89649,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,NOCHE,17777,SUPÍA,N,59,72,3,51,54,3,47,44,2,50,57,2,47,40,A-,257,57,2,42.13996239,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
5907,TI,COLOMBIA,F,24/02/2002,SB11201820061909,COLOMBIA,No,Sin Estrato,5 a 6,No,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,30163,INSTITUCION EDUCATIVA MONTEBONITO,MIXTO,OFICIAL,A,S,TÉCNICO,INSTITUCION EDUCATIVA MONTEBONITO - SEDE PRINCIPAL,S,RURAL,COMPLETA,17446,MARULANDA,N,59,73,3,62,84,3,50,54,2,52,63,2,41,22,A-,273,67,2,47.34830017,NSE2,PUBLICAR,NO
5942,TI,COLOMBIA,F,26/06/2002,SB11201820085618,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,6684,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESC. NORMAL SUPERIOR DE LA PRESENTACION - SEDE PRINCIPAL,S,URBANO,COMPLETA,17541,PENSILVANIA,N,53,53,3,40,21,2,48,47,2,49,55,2,54,66,A1,240,45,2,59.69567858,NSE3,PUBLICAR,NO
5944,TI,COLOMBIA,F,13/08/2001,SB11201820428966,COLOMBIA,No,Estrato 1,5 a 6,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,69773,INSTITUCION EDUCATIVA OBISPO,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA OBISPO - SEDE PRINCIPAL,S,RURAL,COMPLETA,17777,SUPÍA,N,45,24,2,41,23,2,36,9,1,39,24,1,44,29,A-,203,19,2,38.06823849,NSE1,PUBLICAR,NO
5948,TI,COLOMBIA,F,29/06/2001,SB11201820218458,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,5884,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,S,URBANO,MAÑANA,17001,MANIZALES,N,49,36,2,59,75,3,48,48,2,55,72,2,60,80,A2,267,63,3,54.75457596,NSE3,PUBLICAR,NO
5963,TI,COLOMBIA,F,22/03/2001,SB11201820508738,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,225292,INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,S,URBANO,UNICA,17001,MANIZALES,N,57,68,3,53,58,3,53,62,2,61,85,3,55,68,A1,280,71,2,53.2164982,NSE3,PUBLICAR,NO
5992,TI,COLOMBIA,F,22/08/2001,SB11201820012200,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,71563,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,MAÑANA,17777,SUPÍA,N,47,30,2,52,57,3,38,15,1,38,23,1,30,2,A-,213,26,2,52.34046255,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
6066,TI,COLOMBIA,F,17/10/2001,SB11201820172009,COLOMBIA,No,Estrato 2,7 a 8,Si,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Entre 1 y 3 horas,225185,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA NORMAL SUP DE MANIZALES,S,URBANO,UNICA,17001,MANIZALES,N,69,94,4,66,91,3,62,87,3,63,88,3,71,95,B1,327,93,3,56.54438073,NSE3,PUBLICAR,NO
6078,TI,COLOMBIA,F,20/12/2001,SB11201820151952,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,40576,COL. EUGENIA RAVASCO,FEMENINO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,COL. EUGENIA RAVASCO,S,URBANO,MAÑANA,17001,MANIZALES,N,59,73,3,53,58,3,58,77,3,51,60,2,67,91,A2,281,72,3,53.86261336,NSE3,PUBLICAR,NO
6102,TI,COLOMBIA,F,25/08/2001,SB11201820147868,COLOMBIA,No,Estrato 3,3 a 4,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,40576,COL. EUGENIA RAVASCO,FEMENINO,NO OFICIAL,A,N,TÉCNICO/ACADÉMICO,COL. EUGENIA RAVASCO,S,URBANO,MAÑANA,17001,MANIZALES,N,60,77,3,56,67,3,53,63,2,58,78,3,48,44,A1,280,72,3,53.91656178,NSE3,PUBLICAR,NO
6116,TI,COLOMBIA,F,01/12/1999,SB11201820244923,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,96735,INSTITUCION EDUCATIVA LA ASUNCION,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA LA ASUNCION,S,URBANO,MAÑANA,17001,MANIZALES,N,41,14,2,37,15,2,32,4,1,33,9,1,38,12,A-,180,7,3,49.06366177,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
6224,TI,COLOMBIA,F,21/12/2001,SB11201820076792,COLOMBIA,No,Estrato 1,3 a 4,No,Si,No,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,226472,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SENORA DE LA CANDELARIA - SEDE PRINCIPAL,S,URBANO,UNICA,17444,MARQUETALIA,N,64,86,3,46,36,2,53,63,2,52,64,2,55,68,A1,269,65,2,48.05232807,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
6232,TI,COLOMBIA,F,07/11/2001,SB11201820453946,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,709816,INSTITUCION EDUCATIVA DORADA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA DORADA - SEDE PRINCIPAL,S,URBANO,UNICA,17380,LA DORADA,N,40,11,2,35,12,1,39,17,1,35,14,1,57,74,A1,194,13,2,54.17457544,NSE3,PUBLICAR,NO
6237,TI,COLOMBIA,F,15/01/2002,SB11201820021909,COLOMBIA,No,Estrato 1,3 a 4,Si,No,Si,11 A 25 LIBROS,Más de 2 horas,Más de 3 horas,140707,INSTITUCIÓN EDUCATIVA ANDRES  BELLO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA ANDRES  BELLO,S,URBANO,MAÑANA,17001,MANIZALES,N,68,93,4,65,89,3,54,66,2,57,75,3,61,82,A2,305,85,2,50.02749448,NSE2,PUBLICAR,NO
6266,TI,COLOMBIA,F,16/05/2001,SB11201820517723,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,29900,INSTITUCIÓN EDUCATIVA VILLA DEL PILAR,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA VILLA DEL PILAR,S,URBANO,MAÑANA,17001,MANIZALES,N,68,93,4,69,94,3,64,91,3,66,93,3,71,94,B1,335,95,2,47.13855989,NSE2,PUBLICAR,NO
6272,TI,COLOMBIA,F,04/06/2001,SB11201820364987,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,26658,INSTITUCION EDUCATIVA UNIVERSITARIO DE CALDAS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA INSTITUTO UNIVERSITARIO DE CALDAS,S,URBANO,TARDE,17001,MANIZALES,N,58,71,3,44,32,2,56,72,3,51,60,2,63,87,A2,265,62,3,51.12131252,NSE2,PUBLICAR,NO
6275,TI,COLOMBIA,F,27/11/2001,SB11201820298850,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,226936,INSTITUCION EDUCATIVA SUPIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SUPIA - SEDE PRINCIPAL,S,URBANO,TARDE,17777,SUPÍA,N,61,80,3,59,77,3,57,77,3,62,87,3,66,90,A2,301,83,2,52.94587899,NSE3,PUBLICAR,NO
